Year,State,Metric,Age Range,"Events per 1,000 women"
2008,DE,Abortion Rate,25-29,47.200000000000003
2009,DE,Abortion Rate,25-29,47.200000000000003
2010,DE,Abortion Rate,25-29,44.899999999999999
2011,DE,Abortion Rate,25-29,40.100000000000001
2012,DE,Abortion Rate,25-29,35.299999999999997
2013,DE,Abortion Rate,25-29,27.600000000000001
2014,DE,Abortion Rate,25-29,24.699999999999999
2015,DE,Abortion Rate,25-29,24.800000000000001
2016,DE,Abortion Rate,25-29,23.800000000000001
2000,DC,Abortion Rate,25-29,51.399999999999999
2005,DC,Abortion Rate,25-29,55
2006,DC,Abortion Rate,25-29,49.700000000000003
2007,DC,Abortion Rate,25-29,42.5
2008,DC,Abortion Rate,25-29,43.700000000000003
2009,DC,Abortion Rate,25-29,36.5
2010,DC,Abortion Rate,25-29,25.800000000000001
2011,DC,Abortion Rate,25-29,20
2012,DC,Abortion Rate,25-29,22.899999999999999
2013,DC,Abortion Rate,25-29,21.300000000000001
2014,DC,Abortion Rate,25-29,22.600000000000001
2015,DC,Abortion Rate,25-29,24.899999999999999
2016,DC,Abortion Rate,25-29,18.399999999999999
1988,FL,Abortion Rate,25-29,31.199999999999999
1992,FL,Abortion Rate,25-29,32.700000000000003
1996,FL,Abortion Rate,25-29,43.299999999999997
2000,FL,Abortion Rate,25-29,46.899999999999999
2005,FL,Abortion Rate,25-29,37.899999999999999
2006,FL,Abortion Rate,25-29,37.399999999999999
2007,FL,Abortion Rate,25-29,37.299999999999997
2008,FL,Abortion Rate,25-29,36.200000000000003
2009,FL,Abortion Rate,25-29,35.200000000000003
2010,FL,Abortion Rate,25-29,34.299999999999997
2011,FL,Abortion Rate,25-29,33.299999999999997
2012,FL,Abortion Rate,25-29,32.100000000000001
2013,FL,Abortion Rate,25-29,30.899999999999999
2014,FL,Abortion Rate,25-29,30.600000000000001
2015,FL,Abortion Rate,25-29,29.600000000000001
2016,FL,Abortion Rate,25-29,27.600000000000001
1988,GA,Abortion Rate,25-29,26.199999999999999
1992,GA,Abortion Rate,25-29,30
1996,GA,Abortion Rate,25-29,27.899999999999999
2000,GA,Abortion Rate,25-29,25
2005,GA,Abortion Rate,25-29,25.199999999999999
2006,GA,Abortion Rate,25-29,25.5
2007,GA,Abortion Rate,25-29,25.199999999999999
2008,GA,Abortion Rate,25-29,29.5
2009,GA,Abortion Rate,25-29,27.699999999999999
2010,GA,Abortion Rate,25-29,26.100000000000001
2011,GA,Abortion Rate,25-29,25.699999999999999
2012,GA,Abortion Rate,25-29,25.100000000000001
2013,GA,Abortion Rate,25-29,25
2014,GA,Abortion Rate,25-29,23.899999999999999
2015,GA,Abortion Rate,25-29,24.600000000000001
2016,GA,Abortion Rate,25-29,25.699999999999999
1988,HI,Abortion Rate,25-29,54.600000000000001
1992,HI,Abortion Rate,25-29,57
1996,HI,Abortion Rate,25-29,35.200000000000003
2000,HI,Abortion Rate,25-29,28.899999999999999
2005,HI,Abortion Rate,25-29,26.899999999999999
2006,HI,Abortion Rate,25-29,26
2007,HI,Abortion Rate,25-29,28
2008,HI,Abortion Rate,25-29,25.199999999999999
2009,HI,Abortion Rate,25-29,28.600000000000001
2010,HI,Abortion Rate,25-29,27.600000000000001
2011,HI,Abortion Rate,25-29,26.800000000000001
2012,HI,Abortion Rate,25-29,25.100000000000001
2013,HI,Abortion Rate,25-29,22.699999999999999
2014,HI,Abortion Rate,25-29,19.399999999999999
2015,HI,Abortion Rate,25-29,18.100000000000001
2016,HI,Abortion Rate,25-29,16.5
1988,ID,Abortion Rate,25-29,14.9
1992,ID,Abortion Rate,25-29,14.6
1996,ID,Abortion Rate,25-29,12.9
2000,ID,Abortion Rate,25-29,13.5
2005,ID,Abortion Rate,25-29,13.300000000000001
2006,ID,Abortion Rate,25-29,11.9
2007,ID,Abortion Rate,25-29,12.5
2008,ID,Abortion Rate,25-29,10.5
2009,ID,Abortion Rate,25-29,10.199999999999999
2010,ID,Abortion Rate,25-29,10.300000000000001
2011,ID,Abortion Rate,25-29,10.4
2012,ID,Abortion Rate,25-29,9.9000000000000004
2013,ID,Abortion Rate,25-29,8.9000000000000004
2014,ID,Abortion Rate,25-29,8.5999999999999996
2015,ID,Abortion Rate,25-29,7.2000000000000002
2016,ID,Abortion Rate,25-29,8.1999999999999993
1988,IL,Abortion Rate,25-29,30.199999999999999
1992,IL,Abortion Rate,25-29,30
1996,IL,Abortion Rate,25-29,33.299999999999997
2000,IL,Abortion Rate,25-29,31
2005,IL,Abortion Rate,25-29,27
2006,IL,Abortion Rate,25-29,26.899999999999999
2007,IL,Abortion Rate,25-29,26.5
2008,IL,Abortion Rate,25-29,27.899999999999999
2009,IL,Abortion Rate,25-29,24.800000000000001
2010,IL,Abortion Rate,25-29,22.5
2011,IL,Abortion Rate,25-29,22.699999999999999
2012,IL,Abortion Rate,25-29,23.300000000000001
2013,IL,Abortion Rate,25-29,24.100000000000001
2014,IL,Abortion Rate,25-29,23.600000000000001
2015,IL,Abortion Rate,25-29,24.699999999999999
2016,IL,Abortion Rate,25-29,24
1988,IN,Abortion Rate,25-29,18
1992,IN,Abortion Rate,25-29,20.399999999999999
1996,IN,Abortion Rate,25-29,18.100000000000001
2000,IN,Abortion Rate,25-29,17.699999999999999
2005,IN,Abortion Rate,25-29,15.4
2006,IN,Abortion Rate,25-29,14.6
2007,IN,Abortion Rate,25-29,14.199999999999999
2008,IN,Abortion Rate,25-29,14
2009,IN,Abortion Rate,25-29,13.6
2010,IN,Abortion Rate,25-29,13.5
2011,IN,Abortion Rate,25-29,12.4
2012,IN,Abortion Rate,25-29,12.5
2013,IN,Abortion Rate,25-29,12.300000000000001
2014,IN,Abortion Rate,25-29,12.9
2015,IN,Abortion Rate,25-29,12.699999999999999
2016,IN,Abortion Rate,25-29,12.699999999999999
1988,IA,Abortion Rate,25-29,19.699999999999999
1992,IA,Abortion Rate,25-29,16.199999999999999
1996,IA,Abortion Rate,25-29,14.1
2000,IA,Abortion Rate,25-29,14.4
2005,IA,Abortion Rate,25-29,16.300000000000001
2006,IA,Abortion Rate,25-29,16.600000000000001
2007,IA,Abortion Rate,25-29,17.100000000000001
2008,IA,Abortion Rate,25-29,15.300000000000001
2009,IA,Abortion Rate,25-29,14.6
2010,IA,Abortion Rate,25-29,14.6
2011,IA,Abortion Rate,25-29,13.5
2012,IA,Abortion Rate,25-29,11.699999999999999
2013,IA,Abortion Rate,25-29,10.699999999999999
2014,IA,Abortion Rate,25-29,10.4
2015,IA,Abortion Rate,25-29,11
2016,IA,Abortion Rate,25-29,11.4
1988,KS,Abortion Rate,25-29,12.800000000000001
1992,KS,Abortion Rate,25-29,14.6
1996,KS,Abortion Rate,25-29,16.600000000000001
2000,KS,Abortion Rate,25-29,16.800000000000001
2005,KS,Abortion Rate,25-29,16.100000000000001
2006,KS,Abortion Rate,25-29,16.100000000000001
2007,KS,Abortion Rate,25-29,15.300000000000001
2008,KS,Abortion Rate,25-29,14.800000000000001
2009,KS,Abortion Rate,25-29,12.800000000000001
2010,KS,Abortion Rate,25-29,10.4
2011,KS,Abortion Rate,25-29,10.300000000000001
2012,KS,Abortion Rate,25-29,10.5
2013,KS,Abortion Rate,25-29,10.9
2014,KS,Abortion Rate,25-29,10.800000000000001
2015,KS,Abortion Rate,25-29,10.5
2016,KS,Abortion Rate,25-29,10.6
1988,KY,Abortion Rate,25-29,11.199999999999999
1992,KY,Abortion Rate,25-29,12.699999999999999
1996,KY,Abortion Rate,25-29,12.5
2000,KY,Abortion Rate,25-29,11.199999999999999
2005,KY,Abortion Rate,25-29,10.199999999999999
2006,KY,Abortion Rate,25-29,10.4
2007,KY,Abortion Rate,25-29,9.8000000000000007
2008,KY,Abortion Rate,25-29,10.699999999999999
2009,KY,Abortion Rate,25-29,10.199999999999999
2010,KY,Abortion Rate,25-29,9.6999999999999993
2011,KY,Abortion Rate,25-29,9.8000000000000007
2012,KY,Abortion Rate,25-29,10.1
2013,KY,Abortion Rate,25-29,8.8000000000000007
2014,KY,Abortion Rate,25-29,9.5
2015,KY,Abortion Rate,25-29,9.4000000000000004
2016,KY,Abortion Rate,25-29,8.9000000000000004
1988,LA,Abortion Rate,25-29,19.699999999999999
1992,LA,Abortion Rate,25-29,14.699999999999999
1996,LA,Abortion Rate,25-29,17.800000000000001
2000,LA,Abortion Rate,25-29,17.600000000000001
2005,LA,Abortion Rate,25-29,16.199999999999999
2006,LA,Abortion Rate,25-29,18.300000000000001
2007,LA,Abortion Rate,25-29,18.899999999999999
2008,LA,Abortion Rate,25-29,21.699999999999999
2009,LA,Abortion Rate,25-29,19.399999999999999
2010,LA,Abortion Rate,25-29,18
2011,LA,Abortion Rate,25-29,17.600000000000001
2012,LA,Abortion Rate,25-29,17.199999999999999
2013,LA,Abortion Rate,25-29,16.300000000000001
2014,LA,Abortion Rate,25-29,16.5
2015,LA,Abortion Rate,25-29,16.699999999999999
2016,LA,Abortion Rate,25-29,17.100000000000001
1988,ME,Abortion Rate,25-29,15.6
1992,ME,Abortion Rate,25-29,21.199999999999999
1996,ME,Abortion Rate,25-29,18.399999999999999
2000,ME,Abortion Rate,25-29,16.399999999999999
2005,ME,Abortion Rate,25-29,17.600000000000001
2006,ME,Abortion Rate,25-29,17.5
2007,ME,Abortion Rate,25-29,18.899999999999999
2008,ME,Abortion Rate,25-29,18.399999999999999
2009,ME,Abortion Rate,25-29,19.399999999999999
2010,ME,Abortion Rate,25-29,17.199999999999999
2011,ME,Abortion Rate,25-29,15.300000000000001
2012,ME,Abortion Rate,25-29,15.9
2013,ME,Abortion Rate,25-29,16.399999999999999
2014,ME,Abortion Rate,25-29,16.800000000000001
2015,ME,Abortion Rate,25-29,15.699999999999999
2016,ME,Abortion Rate,25-29,14.199999999999999
1988,MD,Abortion Rate,25-29,42.799999999999997
1992,MD,Abortion Rate,25-29,43.899999999999999
1996,MD,Abortion Rate,25-29,47.5
2000,MD,Abortion Rate,25-29,52.799999999999997
2005,MD,Abortion Rate,25-29,49.299999999999997
2006,MD,Abortion Rate,25-29,42.700000000000003
2007,MD,Abortion Rate,25-29,36.100000000000001
2008,MD,Abortion Rate,25-29,35.299999999999997
2009,MD,Abortion Rate,25-29,36.200000000000003
2010,MD,Abortion Rate,25-29,37.200000000000003
2011,MD,Abortion Rate,25-29,38.700000000000003
2012,MD,Abortion Rate,25-29,37
2013,MD,Abortion Rate,25-29,33.299999999999997
2014,MD,Abortion Rate,25-29,33.399999999999999
2015,MD,Abortion Rate,25-29,34.799999999999997
2016,MD,Abortion Rate,25-29,35.100000000000001
1988,MA,Abortion Rate,25-29,33.700000000000003
1992,MA,Abortion Rate,25-29,36.899999999999999
1996,MA,Abortion Rate,25-29,36.799999999999997
2000,MA,Abortion Rate,25-29,30.699999999999999
2005,MA,Abortion Rate,25-29,29.300000000000001
2006,MA,Abortion Rate,25-29,30.199999999999999
2007,MA,Abortion Rate,25-29,28.800000000000001
2008,MA,Abortion Rate,25-29,28
2009,MA,Abortion Rate,25-29,27.100000000000001
2010,MA,Abortion Rate,25-29,26.699999999999999
2011,MA,Abortion Rate,25-29,26.699999999999999
2012,MA,Abortion Rate,25-29,24.399999999999999
2013,MA,Abortion Rate,25-29,23
2014,MA,Abortion Rate,25-29,23.5
2015,MA,Abortion Rate,25-29,24.300000000000001
2016,MA,Abortion Rate,25-29,23.5
1988,MI,Abortion Rate,25-29,32.200000000000003
1992,MI,Abortion Rate,25-29,30.5
1996,MI,Abortion Rate,25-29,30.899999999999999
2000,MI,Abortion Rate,25-29,33.299999999999997
2005,MI,Abortion Rate,25-29,30.199999999999999
2006,MI,Abortion Rate,25-29,28.600000000000001
2007,MI,Abortion Rate,25-29,27.100000000000001
2008,MI,Abortion Rate,25-29,27.199999999999999
2009,MI,Abortion Rate,25-29,25.5
2010,MI,Abortion Rate,25-29,23.800000000000001
2011,MI,Abortion Rate,25-29,23.300000000000001
2012,MI,Abortion Rate,25-29,23.699999999999999
2013,MI,Abortion Rate,25-29,23.399999999999999
2014,MI,Abortion Rate,25-29,24.100000000000001
2015,MI,Abortion Rate,25-29,25.100000000000001
2016,MI,Abortion Rate,25-29,24.600000000000001
1988,MN,Abortion Rate,25-29,18.800000000000001
1992,MN,Abortion Rate,25-29,19
1996,MN,Abortion Rate,25-29,19.800000000000001
2000,MN,Abortion Rate,25-29,19.899999999999999
2005,MN,Abortion Rate,25-29,19.800000000000001
2006,MN,Abortion Rate,25-29,19.899999999999999
2007,MN,Abortion Rate,25-29,19.100000000000001
2008,MN,Abortion Rate,25-29,17.899999999999999
2009,MN,Abortion Rate,25-29,16.300000000000001
2010,MN,Abortion Rate,25-29,15.1
2011,MN,Abortion Rate,25-29,14.800000000000001
2012,MN,Abortion Rate,25-29,14.5
2013,MN,Abortion Rate,25-29,13.9
2014,MN,Abortion Rate,25-29,14
2015,MN,Abortion Rate,25-29,14.300000000000001
2016,MN,Abortion Rate,25-29,15.199999999999999
1988,MS,Abortion Rate,25-29,11.699999999999999
1992,MS,Abortion Rate,25-29,17.5
1996,MS,Abortion Rate,25-29,19
2000,MS,Abortion Rate,25-29,20
2005,MS,Abortion Rate,25-29,20.600000000000001
2006,MS,Abortion Rate,25-29,20.100000000000001
2007,MS,Abortion Rate,25-29,20.399999999999999
2008,MS,Abortion Rate,25-29,19.800000000000001
2009,MS,Abortion Rate,25-29,20.100000000000001
2010,MS,Abortion Rate,25-29,19
2011,MS,Abortion Rate,25-29,17.699999999999999
2012,MS,Abortion Rate,25-29,17.199999999999999
2013,MS,Abortion Rate,25-29,16.300000000000001
2014,MS,Abortion Rate,25-29,15.199999999999999
2015,MS,Abortion Rate,25-29,15.1
2016,MS,Abortion Rate,25-29,14.1
1988,MO,Abortion Rate,25-29,23.699999999999999
1992,MO,Abortion Rate,25-29,21.800000000000001
1996,MO,Abortion Rate,25-29,19
2000,MO,Abortion Rate,25-29,23.100000000000001
2005,MO,Abortion Rate,25-29,18.5
2006,MO,Abortion Rate,25-29,18.199999999999999
2007,MO,Abortion Rate,25-29,18.600000000000001
2008,MO,Abortion Rate,25-29,18.800000000000001
2009,MO,Abortion Rate,25-29,15.800000000000001
2010,MO,Abortion Rate,25-29,14.300000000000001
2011,MO,Abortion Rate,25-29,13.300000000000001
2012,MO,Abortion Rate,25-29,13.4
2013,MO,Abortion Rate,25-29,13.300000000000001
2014,MO,Abortion Rate,25-29,11.6
2015,MO,Abortion Rate,25-29,12.6
2016,MO,Abortion Rate,25-29,14.4
1988,MT,Abortion Rate,25-29,15
1992,MT,Abortion Rate,25-29,20.399999999999999
1996,MT,Abortion Rate,25-29,19.5
2000,MT,Abortion Rate,25-29,16.399999999999999
2005,MT,Abortion Rate,25-29,15.4
2006,MT,Abortion Rate,25-29,16.800000000000001
2007,MT,Abortion Rate,25-29,15.9
2008,MT,Abortion Rate,25-29,15.6
2009,MT,Abortion Rate,25-29,16
2010,MT,Abortion Rate,25-29,15
2011,MT,Abortion Rate,25-29,15.199999999999999
2012,MT,Abortion Rate,25-29,14.1
2013,MT,Abortion Rate,25-29,13.199999999999999
2014,MT,Abortion Rate,25-29,12.6
2015,MT,Abortion Rate,25-29,12.6
2016,MT,Abortion Rate,25-29,12.300000000000001
1988,NE,Abortion Rate,25-29,17
1992,NE,Abortion Rate,25-29,17
1996,NE,Abortion Rate,25-29,15.1
2000,NE,Abortion Rate,25-29,15.300000000000001
2005,NE,Abortion Rate,25-29,12.6
2006,NE,Abortion Rate,25-29,12.1
2007,NE,Abortion Rate,25-29,10.199999999999999
2008,NE,Abortion Rate,25-29,11.300000000000001
2009,NE,Abortion Rate,25-29,9.6999999999999993
2010,NE,Abortion Rate,25-29,9
2011,NE,Abortion Rate,25-29,10.1
2012,NE,Abortion Rate,25-29,10.4
2013,NE,Abortion Rate,25-29,10.5
2014,NE,Abortion Rate,25-29,10.199999999999999
2015,NE,Abortion Rate,25-29,11
2016,NE,Abortion Rate,25-29,10.800000000000001
1988,NV,Abortion Rate,25-29,48.700000000000003
1992,NV,Abortion Rate,25-29,50.299999999999997
1996,NV,Abortion Rate,25-29,54.899999999999999
2000,NV,Abortion Rate,25-29,42.799999999999997
2005,NV,Abortion Rate,25-29,34.700000000000003
2006,NV,Abortion Rate,25-29,33.5
2007,NV,Abortion Rate,25-29,35.200000000000003
2008,NV,Abortion Rate,25-29,32.100000000000001
2009,NV,Abortion Rate,25-29,32
2010,NV,Abortion Rate,25-29,31.600000000000001
2011,NV,Abortion Rate,25-29,29.800000000000001
2012,NV,Abortion Rate,25-29,27.5
2013,NV,Abortion Rate,25-29,24
2014,NV,Abortion Rate,25-29,31.199999999999999
2015,NV,Abortion Rate,25-29,28.199999999999999
2016,NV,Abortion Rate,25-29,25.600000000000001
1988,NH,Abortion Rate,25-29,22.600000000000001
1992,NH,Abortion Rate,25-29,24.199999999999999
1996,NH,Abortion Rate,25-29,27.199999999999999
2000,NH,Abortion Rate,25-29,25.100000000000001
2005,NH,Abortion Rate,25-29,20.199999999999999
2006,NH,Abortion Rate,25-29,20.399999999999999
2007,NH,Abortion Rate,25-29,19.399999999999999
2008,NH,Abortion Rate,25-29,18.399999999999999
2009,NH,Abortion Rate,25-29,18.899999999999999
2010,NH,Abortion Rate,25-29,18.899999999999999
2011,NH,Abortion Rate,25-29,18.899999999999999
2012,NH,Abortion Rate,25-29,17.199999999999999
2013,NH,Abortion Rate,25-29,15.800000000000001
2014,NH,Abortion Rate,25-29,17.600000000000001
2015,NH,Abortion Rate,25-29,17.699999999999999
2016,NH,Abortion Rate,25-29,17.300000000000001
1988,NJ,Abortion Rate,25-29,43.899999999999999
1992,NJ,Abortion Rate,25-29,43.399999999999999
1996,NJ,Abortion Rate,25-29,53.5
2000,NJ,Abortion Rate,25-29,55.700000000000003
2005,NJ,Abortion Rate,25-29,55.700000000000003
2006,NJ,Abortion Rate,25-29,53.899999999999999
2007,NJ,Abortion Rate,25-29,52
2008,NJ,Abortion Rate,25-29,51
2009,NJ,Abortion Rate,25-29,47.600000000000001
2010,NJ,Abortion Rate,25-29,43.299999999999997
2011,NJ,Abortion Rate,25-29,41.200000000000003
2012,NJ,Abortion Rate,25-29,43.100000000000001
2013,NJ,Abortion Rate,25-29,42.100000000000001
2014,NJ,Abortion Rate,25-29,45.799999999999997
2015,NJ,Abortion Rate,25-29,47.399999999999999
2016,NJ,Abortion Rate,25-29,50.200000000000003
1988,NM,Abortion Rate,25-29,27.800000000000001
1992,NM,Abortion Rate,25-29,27.5
1996,NM,Abortion Rate,25-29,24.600000000000001
2000,NM,Abortion Rate,25-29,26.300000000000001
2005,NM,Abortion Rate,25-29,23.899999999999999
2006,NM,Abortion Rate,25-29,24.399999999999999
2007,NM,Abortion Rate,25-29,24.399999999999999
2008,NM,Abortion Rate,25-29,22.5
2009,NM,Abortion Rate,25-29,21.899999999999999
2010,NM,Abortion Rate,25-29,20.399999999999999
2011,NM,Abortion Rate,25-29,18.600000000000001
2012,NM,Abortion Rate,25-29,17.100000000000001
2013,NM,Abortion Rate,25-29,15.199999999999999
2014,NM,Abortion Rate,25-29,15.300000000000001
2015,NM,Abortion Rate,25-29,14.800000000000001
2016,NM,Abortion Rate,25-29,15.6
1988,NY,Abortion Rate,25-29,51.700000000000003
1992,NY,Abortion Rate,25-29,60.799999999999997
1996,NY,Abortion Rate,25-29,55.200000000000003
2000,NY,Abortion Rate,25-29,55.700000000000003
2005,NY,Abortion Rate,25-29,53.5
2006,NY,Abortion Rate,25-29,52.399999999999999
2007,NY,Abortion Rate,25-29,51
2008,NY,Abortion Rate,25-29,52.200000000000003
2009,NY,Abortion Rate,25-29,50.5
2010,NY,Abortion Rate,25-29,48.399999999999999
2011,NY,Abortion Rate,25-29,47
2012,NY,Abortion Rate,25-29,44.100000000000001
2013,NY,Abortion Rate,25-29,41.299999999999997
2014,NY,Abortion Rate,25-29,42.700000000000003
2015,NY,Abortion Rate,25-29,42.399999999999999
2016,NY,Abortion Rate,25-29,40.899999999999999
1988,NC,Abortion Rate,25-29,25.300000000000001
1992,NC,Abortion Rate,25-29,24.699999999999999
1996,NC,Abortion Rate,25-29,23.5
2000,NC,Abortion Rate,25-29,27.5
2005,NC,Abortion Rate,25-29,25.100000000000001
2006,NC,Abortion Rate,25-29,24.600000000000001
2007,NC,Abortion Rate,25-29,23.5
2008,NC,Abortion Rate,25-29,22.600000000000001
2009,NC,Abortion Rate,25-29,21.800000000000001
2010,NC,Abortion Rate,25-29,21.300000000000001
2011,NC,Abortion Rate,25-29,19.5
2012,NC,Abortion Rate,25-29,20.399999999999999
2013,NC,Abortion Rate,25-29,21.5
2014,NC,Abortion Rate,25-29,21.399999999999999
2015,NC,Abortion Rate,25-29,20.899999999999999
2016,NC,Abortion Rate,25-29,19.300000000000001
1988,ND,Abortion Rate,25-29,10.4
1992,ND,Abortion Rate,25-29,9.4000000000000004
1996,ND,Abortion Rate,25-29,9.4000000000000004
2000,ND,Abortion Rate,25-29,10.5
2005,ND,Abortion Rate,25-29,11.300000000000001
2006,ND,Abortion Rate,25-29,11.9
2007,ND,Abortion Rate,25-29,10.4
2008,ND,Abortion Rate,25-29,10.800000000000001
2009,ND,Abortion Rate,25-29,11.6
2010,ND,Abortion Rate,25-29,10.5
2011,ND,Abortion Rate,25-29,10
2012,ND,Abortion Rate,25-29,9.5999999999999996
2013,ND,Abortion Rate,25-29,9.3000000000000007
2014,ND,Abortion Rate,25-29,10.800000000000001
2015,ND,Abortion Rate,25-29,9.1999999999999993
2016,ND,Abortion Rate,25-29,10.1
1988,OH,Abortion Rate,25-29,22.899999999999999
1992,OH,Abortion Rate,25-29,24
1996,OH,Abortion Rate,25-29,25.100000000000001
2000,OH,Abortion Rate,25-29,24.300000000000001
2005,OH,Abortion Rate,25-29,21.399999999999999
2006,OH,Abortion Rate,25-29,20.800000000000001
2007,OH,Abortion Rate,25-29,20.899999999999999
2008,OH,Abortion Rate,25-29,21.300000000000001
2009,OH,Abortion Rate,25-29,19.399999999999999
2010,OH,Abortion Rate,25-29,19.199999999999999
2011,OH,Abortion Rate,25-29,19
2012,OH,Abortion Rate,25-29,17.899999999999999
2013,OH,Abortion Rate,25-29,17
2014,OH,Abortion Rate,25-29,16.600000000000001
2015,OH,Abortion Rate,25-29,16.600000000000001
2016,OH,Abortion Rate,25-29,15.4
1988,OK,Abortion Rate,25-29,19.399999999999999
1992,OK,Abortion Rate,25-29,17.600000000000001
1996,OK,Abortion Rate,25-29,18.100000000000001
2000,OK,Abortion Rate,25-29,15.5
2005,OK,Abortion Rate,25-29,15.199999999999999
2006,OK,Abortion Rate,25-29,14.4
2007,OK,Abortion Rate,25-29,14.199999999999999
2008,OK,Abortion Rate,25-29,13.800000000000001
2009,OK,Abortion Rate,25-29,12.699999999999999
2010,OK,Abortion Rate,25-29,12.5
2011,OK,Abortion Rate,25-29,11.199999999999999
2012,OK,Abortion Rate,25-29,11.300000000000001
2013,OK,Abortion Rate,25-29,11.699999999999999
2014,OK,Abortion Rate,25-29,10.300000000000001
2015,OK,Abortion Rate,25-29,9.3000000000000007
2016,OK,Abortion Rate,25-29,9.4000000000000004
1988,OR,Abortion Rate,25-29,28.300000000000001
1992,OR,Abortion Rate,25-29,29.399999999999999
1996,OR,Abortion Rate,25-29,27.600000000000001
2000,OR,Abortion Rate,25-29,30
2005,OR,Abortion Rate,25-29,23.300000000000001
2006,OR,Abortion Rate,25-29,23.399999999999999
2007,OR,Abortion Rate,25-29,24
2008,OR,Abortion Rate,25-29,22.100000000000001
2009,OR,Abortion Rate,25-29,20.399999999999999
2010,OR,Abortion Rate,25-29,19.300000000000001
2011,OR,Abortion Rate,25-29,18.699999999999999
2012,OR,Abortion Rate,25-29,17.899999999999999
2013,OR,Abortion Rate,25-29,17.300000000000001
2014,OR,Abortion Rate,25-29,17.699999999999999
2015,OR,Abortion Rate,25-29,17.600000000000001
2016,OR,Abortion Rate,25-29,17.800000000000001
1988,PA,Abortion Rate,25-29,22.300000000000001
1992,PA,Abortion Rate,25-29,24.699999999999999
1996,PA,Abortion Rate,25-29,23.199999999999999
2000,PA,Abortion Rate,25-29,23.899999999999999
2005,PA,Abortion Rate,25-29,23.5
2006,PA,Abortion Rate,25-29,24.199999999999999
2007,PA,Abortion Rate,25-29,25.699999999999999
2008,PA,Abortion Rate,25-29,27.899999999999999
2009,PA,Abortion Rate,25-29,26.699999999999999
2010,PA,Abortion Rate,25-29,25.100000000000001
